"set","qnum","id","difficulty","answer","img","skill","domain","fmt"
"Systems of Linear Equations 1","1.21","4fb8adf7","437","A","Systems_of_Linear_Equations_1/q_21.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.1","cb8f449f","703","D","Systems_of_Linear_Equations_2/q_01.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.2","71189542","442","C","Systems_of_Linear_Equations_2/q_02.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.3","6e6a3241","774","C","Systems_of_Linear_Equations_2/q_03.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.4","f5929f7a","420","C","Systems_of_Linear_Equations_2/q_04.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.5","ed92fb68","460","C","Systems_of_Linear_Equations_2/q_05.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.6","19fdf387","409","C","Systems_of_Linear_Equations_2/q_06.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.7","c5082ce3","290","30","Systems_of_Linear_Equations_2/q_07.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 2","2.8","092ad67d","418","B","Systems_of_Linear_Equations_2/q_08.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.9","e77a76ce","470","A","Systems_of_Linear_Equations_2/q_09.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.10","5e422ff9","527","D","Systems_of_Linear_Equations_2/q_10.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.11","2704399f","760","A","Systems_of_Linear_Equations_2/q_11.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.12","b544a348","301","7","Systems_of_Linear_Equations_2/q_12.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 2","2.13","e53688cb","267","18","Systems_of_Linear_Equations_2/q_13.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 2","2.14","e3bbde69","459","B","Systems_of_Linear_Equations_2/q_14.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.15","a0489274","454","B","Systems_of_Linear_Equations_2/q_15.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.16","7efe5495","418","C","Systems_of_Linear_Equations_2/q_16.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.17","0dd6227f","369","B","Systems_of_Linear_Equations_2/q_17.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.18","2875ba81","418","A","Systems_of_Linear_Equations_2/q_18.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.19","686b7cad","445","A","Systems_of_Linear_Equations_2/q_19.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.20","65833256","437","A","Systems_of_Linear_Equations_2/q_20.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.21","dcc4886a","433","D","Systems_of_Linear_Equations_2/q_21.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.22","6e50ce28","513","A","Systems_of_Linear_Equations_2/q_22.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 2","2.23","bd45df49","433","D","Systems_of_Linear_Equations_2/q_23.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.1","d1b66ae6","301","1.5","Systems_of_Linear_Equations_3/q_01.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.2","70feb725","442","D","Systems_of_Linear_Equations_3/q_02.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.3","e1248a5c","637","D","Systems_of_Linear_Equations_3/q_03.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.4","52cb8ea4","531","B","Systems_of_Linear_Equations_3/q_04.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.5","d7bf55e1","291","180","Systems_of_Linear_Equations_3/q_05.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.6","f718c9cf","268","1.8","Systems_of_Linear_Equations_3/q_06.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.7","466b87e3","318","0.5","Systems_of_Linear_Equations_3/q_07.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.8","e2e3942f","532","D","Systems_of_Linear_Equations_3/q_08.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.9","1e11190a","417","B","Systems_of_Linear_Equations_3/q_09.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.10","567ac7ab","456","B","Systems_of_Linear_Equations_3/q_10.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.11","a71b1bc1","246","25","Systems_of_Linear_Equations_3/q_11.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.12","1b1deebe","444","D","Systems_of_Linear_Equations_3/q_12.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.13","ff501705","268","6","Systems_of_Linear_Equations_3/q_13.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.14","f75bd744","267","8","Systems_of_Linear_Equations_3/q_14.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.15","adb0c96c","267","80","Systems_of_Linear_Equations_3/q_15.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.16","fb5e7f59","328","11","Systems_of_Linear_Equations_3/q_16.jpg","Systems of Linear Equations","Algebra","SPR"
"Systems of Linear Equations 3","3.17","1e0a46e4","488","D","Systems_of_Linear_Equations_3/q_17.jpg","Systems of Linear Equations","Algebra","MCQ"
"Systems of Linear Equations 3","3.18","f03465dc","452","A","Systems_of_Linear_Equations_3/q_18.jpg","Systems of Linear Equations","Algebra","MCQ"
"Two-Variable Data 1","1.1","82aaa0a1","610","B","Two_Variable_Data_1/q_01.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.2","83272c51","724","A","Two_Variable_Data_1/q_02.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.3","ac5b6558","636","B","Two_Variable_Data_1/q_03.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.4","74dee52b","602","A","Two_Variable_Data_1/q_04.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.5","9d88a3e3","606","B","Two_Variable_Data_1/q_05.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.6","c9dd92b1","670","C","Two_Variable_Data_1/q_06.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.7","a6b2fcce","577","D","Two_Variable_Data_1/q_07.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.8","9296553d","575","A","Two_Variable_Data_1/q_08.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.9","d6121490","640","B","Two_Variable_Data_1/q_09.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.10","8156d446","554","480","Two_Variable_Data_1/q_10.jpg","Two-Variable Data","PSDA","SPR"
"Two-Variable Data 1","1.11","d112bc9d","854","C","Two_Variable_Data_1/q_11.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.12","5c24c861","664","C","Two_Variable_Data_1/q_12.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.13","661dfddd","663","B","Two_Variable_Data_1/q_13.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.14","cf0ae57a","676","C","Two_Variable_Data_1/q_14.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.15","ae32cc3c","917","C","Two_Variable_Data_1/q_15.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.16","8d63b6f1","941","C","Two_Variable_Data_1/q_16.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 1","1.17","b58dbf88","849","40","Two_Variable_Data_1/q_17.jpg","Two-Variable Data","PSDA","SPR"
"Two-Variable Data 1","1.18","2e511919","650","B","Two_Variable_Data_1/q_18.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.1","1adb39f0","669","A","Two_Variable_Data_2/q_01.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.2","2e74e403","821","C","Two_Variable_Data_2/q_02.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.3","9a144a01","480","C","Two_Variable_Data_2/q_03.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.4","03a16790","815","B","Two_Variable_Data_2/q_04.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.5","7ac5d686","469","B","Two_Variable_Data_2/q_05.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.6","7fd284ac","675","B","Two_Variable_Data_2/q_06.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.7","3d985614","681","C","Two_Variable_Data_2/q_07.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.8","3c5b19ef","631","A","Two_Variable_Data_2/q_08.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.9","ab7740a8","455","D","Two_Variable_Data_2/q_09.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.10","9eb896c5","577","A","Two_Variable_Data_2/q_10.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.11","fdfc90e4","705","C","Two_Variable_Data_2/q_11.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.12","4cc05491","870","C","Two_Variable_Data_2/q_12.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 2","2.13","f46139df","705","C","Two_Variable_Data_2/q_13.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.1","d6af3572","653","A","Two_Variable_Data_3/q_01.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.2","1e1027a7","627","D","Two_Variable_Data_3/q_02.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.3","7b52985c","726","4.5","Two_Variable_Data_3/q_03.jpg","Two-Variable Data","PSDA","SPR"
"Two-Variable Data 3","3.4","d0430601","603","285","Two_Variable_Data_3/q_04.jpg","Two-Variable Data","PSDA","SPR"
"Two-Variable Data 3","3.5","e821a26d","685","D","Two_Variable_Data_3/q_05.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.6","79137c1b","679","B","Two_Variable_Data_3/q_06.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.7","af142f8d","546","A","Two_Variable_Data_3/q_07.jpg","Two-Variable Data","PSDA","MCQ"
"Two-Variable Data 3","3.8","9d95e7ad","582","C","Two_Variable_Data_3/q_08.jpg","Two-Variable Data","PSDA","MCQ"
