#SET|Q|ID|DIFF|KEY|FMT|FIG|STEM|CHOICES|DISTRACTOR_LOGIC
Linear Inequalities 2|2.1|f224df07|466|C|mcq|-|A helicopter carries 100-pound and 120-pound packages, at least 10 packages, total weight at most 1,100 pounds. What is the maximum number of 120-pound packages?|2;4;5;6|With 10 packages 1000+20b<=1100 gives b<=5; D=ignored the minimum count; A/B=understated; C=CORRECT
Linear Inequalities 2|2.2|b1228811|830|B|mcq|system-of-inequalities|At least 10 staff; juniors 640 per week and seniors 880; budget at most 9,700; at least 3 juniors and 1 senior. Which system represents this?|640x+880y>=9700 with x+y<=10;640x+880y<=9700 with x+y>=10 and x>=3 and y>=1;budget >= with x<=3;budget <= with x+y<=10|B=CORRECT; A=reversed both the budget and count signs; C/D=reversed the minimum staffing constraints
Linear Inequalities 2|2.3|64c85440|518|D|mcq|-|Parking spaces are at least 7.5 and at most 9.0 feet wide along a 135-foot curb. Which describes all possible values of n?|18<=n<=135;7.5<=n<=9;15<=n<=135;15<=n<=18|135/9=15 and 135/7.5=18; A/C=used the curb length as a bound; B=copied the widths; D=CORRECT
Linear Inequalities 2|2.4|968e9e51|492|D|mcq|system-of-inequalities|Which ordered pair is a solution to y<=x and y<=-x?|(1,0);(-1,0);(0,1);(0,-1)|Need y at or below both lines; A/B satisfy only one; C fails both; D=CORRECT
Linear Inequalities 2|2.5|bf5f80c6|395|A|mcq|-|Which point (x,y) is a solution to y<-4x+4?|(-4,0);(0,5);(2,1);(2,-1)|0<20 is true; B/C/D=fail the inequality; A=CORRECT
Linear Inequalities 2|2.6|80da233d|472|D|mcq|-|An elephant weighs 200 pounds at birth and gains more than 2 but less than 3 pounds per day. Which inequality gives possible weights after 365 days?|400<w<600;565<w<930;730<w<1095;930<w<1295|200+365(2)=930 and 200+365(3)=1295; C=omitted the birth weight; A/B=used wrong rates; D=CORRECT
Linear Inequalities 2|2.7|b31c3117|559|A|mcq|-|H=120p+60 with p between 0.5 and 0.85. Which inequality describes the target training heart rate?|120<=H<=162;102<=H<=120;60<=H<=162;60<=H<=102|Substitute both endpoints; C/D=used p=0 as a bound; B=misc; A=CORRECT
Linear Inequalities 2|2.8|e9ef0e6b|420|B|mcq|-|Whales travel 72 to 77 miles per day. Which inequality gives total miles x in 16 days?|72+16<=x<=77+16;(72)(16)<=x<=(77)(16);72<=16+x<=77;72<=16x<=77|Multiply the daily range by 16; A/C=added instead; D=put the multiplier on the wrong side; B=CORRECT
Linear Inequalities 2|2.9|90bd9ef8|538|B|mcq|-|Annual energy cost is 4,334 dollars, dropping to 2,712 after a 25,000 dollar install. Which inequality finds t where savings exceed the cost?|25000>(4334-2712)t;25000<(4334-2712)t;25000-4334>2712t;25000>(4332/2712)t|Savings per year times t must exceed 25,000; A=reversed; C/D=malformed; B=CORRECT
Linear Inequalities 2|2.10|948087f2|585|D|mcq|system-of-inequalities|Which ordered pair satisfies y<=3x+1 and x-y>1?|(-2,-1);(-1,3);(1,5);(2,-1)|(2,-1) gives -1<=7 and 3>1; A/B/C=fail one inequality; D=CORRECT
Linear Inequalities 2|2.11|34aca984|417|A|mcq|-|A rectangle has length 50 inches and width x inches with perimeter at most 210. Which inequality represents this?|2x+100<=210;2x+100>=210;2x+50<=210;2x+50>=210|Perimeter is 2x+100; B/D=reversed the sign; C=used 50 not 100; A=CORRECT
Linear Inequalities 2|2.12|f02b4509|418|A|mcq|-|A truck tows at most 4,600 pounds. The trailer weighs 500 pounds and each box 120. What is the maximum number of boxes?|34;35;38;39|120n<=4100 gives n<=34.17; B=rounded up past the cap; C/D=ignored the trailer weight; A=CORRECT
Linear Inequalities 2|2.13|6daf8d70|602|D|mcq|system-of-inequalities|No more than 164 bushes total and azaleas at most three times boxwoods. Which system represents this?|a+b>=164 and 3a>=b;a+b>=164 and a<=3b;a+b<=164 and 3a>=b;a+b<=164 and a<=3b|D=CORRECT; A/B=reversed the total constraint; A/C=attached the 3 to the wrong variable
Linear Inequalities 2|2.14|0ef4a7b6|432|A|mcq|-|A plant is tall if its height exceeds 100 cm. Which inequality represents possible heights for a tall species?|106<h<158;80<h<100;42<h<87;17<h<85|Every value in the interval must exceed 100; B/C/D=include values at or below 100; A=CORRECT
Linear Inequalities 2|2.15|6cb9bf45|953|D|mcq|table-choices|For which table are all values of x and y solutions to y>7x-4?|x 3,5,8 with y 13,27,48;y 17,31,52;y 21,27,52;y 21,35,56|Each y must exceed 7x-4; D=all three satisfy CORRECT; A/B/C=at least one row fails
Linear Inequalities 2|2.16|b78cd5df|303|25|spr|-|A venue costs a onetime 35 dollars plus 10.25 per attendee with a 300 dollar budget. What is the greatest number of attendees?|-|SPR: 10.25n<=265 gives n<=25.85 so 25
Linear Inequalities 3|3.1|45cfb9de|492|D|mcq|-|Walking takes 20 minutes; the bus takes 5 minutes plus a wait of w minutes. Which inequality gives w for which walking is faster?|w-5<20;w-5>20;w+5<20;w+5>20|Walking is faster when the bus total exceeds 20; C=reversed; A/B=subtracted the ride time; D=CORRECT
Linear Inequalities 3|3.2|95cad55f|700|A|mcq|system-of-inequalities|Detergent weighs 7.35 lb and softener 6.2 lb, shipment at most 300 lb, at least twice as many detergent containers. Which system represents this?|7.35d+6.2s<=300 and d>=2s;7.35d+6.2s<=300 and 2d>=s;14.7d+6.2s<=300 and d>=2s;14.7d+6.2s<=300 and 2d>=s|A=CORRECT; B/D=put the 2 on the wrong side; C/D=doubled the detergent weight
Linear Inequalities 3|3.3|ee2f611f|315|28|spr|-|A monthly pass is 95 dollars; individual tickets cost 1.50, 2.50, or 3.50. What is the minimum number of trips for which the pass could cost less?|-|SPR: 95<3.50n gives n>27.14 so 28 (uses the most expensive fare since the pass only needs to be cheaper in some case)
Linear Inequalities 3|3.4|6c71f3ec|450|B|mcq|-|Earnings are base salary x plus 11 percent commission on sales s, with total between 3x and 4x. Which inequality gives possible s?|2x<=s<=3x;(2/0.11)x<=s<=(3/0.11)x;3x<=s<=4x;(3/0.11)x<=s<=(4/0.11)x|Commission must fall between 2x and 3x so divide by 0.11; A/C=forgot to divide; D=forgot to subtract the base; B=CORRECT
Linear Inequalities 3|3.5|1a621af4|239|-14|spr|-|A number x is at most 2 less than 3 times y. If y is -4, what is the greatest possible value of x?|-|SPR: x<=3(-4)-2=-14
Linear Inequalities 3|3.6|1035faea|594|D|mcq|-|Of 300 participants, 36 of the first 150 chose the first picture and p of the remaining 150 did. If more than 20 percent chose it, which inequality describes p?|p>0.20(300-36) with p<=150;p>0.20(300+36) with p<=150;p-36>0.20(300) with p<=150;p+36>0.20(300) with p<=150|Total choosers is p+36 and must exceed 60; A/B=adjusted the population instead; C=subtracted; D=CORRECT
Linear Inequalities 3|3.7|5bf5136d|418|C|mcq|-|A triangle has sides 6 and 12. Which inequality represents possible lengths x of the third side?|x<18;x>18;6<x<18;x<6 or x>18|The third side lies strictly between the difference and the sum; A/B=kept one bound; D=inverted the interval; C=CORRECT
Linear Inequalities 3|3.8|e8f9e117|399|20|spr|-|I=V/R with R=500 ohms and V=6n volts from n six-volt batteries. If current is at most 0.25 ampere, what is the greatest n?|-|SPR: 6n/500<=0.25 gives n<=20.83 so 20
Linear Inequalities 3|3.9|963da34c|578|A|mcq|-|Base perimeter plus height cannot exceed 130 inches. Height is 60 and length is 2.5 times width x. Which inequality shows allowable x?|0<x<=10;0<x<=11 2/3;0<x<=17 1/2;0<x<=20|2(x+2.5x)+60<=130 gives 7x<=70; B/C/D=mis-computed the base perimeter; A=CORRECT
Linear Inequalities 3|3.10|b8e73b5b|491|C|mcq|-|Ken earned 8 dollars per hour for 10 hours then 10 per hour, saving 90 percent. What is the least number of additional hours to save at least 270 dollars?|38;33;22;16|0.9(80+10h)>=270 gives h>=22; D=ignored the savings rate; A/B=used a wrong base; C=CORRECT
Linear Inequalities 3|3.11|830120b0|552|B|mcq|system-of-inequalities|Which consists of the y-coordinates of all points satisfying y>2x-1 and 2x>5?|y>6;y>4;y>5/2;y>3/2|Substituting 2x>5 gives y>5-1=4; A=used 2x>7; C=gave the bound on x; D=halved; B=CORRECT
Linear Inequalities 3|3.12|68c5c81a|436|C|mcq|-|11x+14y<=115 models spending at most 115 dollars on x small and y large pizzas. Best interpretation of 14y?|Amount spent on each large pizza;Amount spent on each small pizza;Total amount spent on large pizzas;Total amount spent on small pizzas|14y is price times quantity for large pizzas; A=describes 14 alone; B/D=wrong size; C=CORRECT
Linear Inequalities 3|3.13|f8ff3249|994|C|mcq|table-choices|For which table are all values of x and y solutions to y<6x+2?|x 3,5,7 with y 20,32,44;y 16,36,40;y 16,28,40;y 24,36,48|Each y must be below 6x+2; C=all three satisfy CORRECT; A/B/D=at least one row fails
Linear Inequalities 3|3.14|55ea82f3|499|B|mcq|-|At least 140 tickets before the event and 220 during, raising at least 5,820 dollars. During-event price x is 3 dollars less than before. Which inequality represents this?|140(x+3)+220x<=5820;140(x+3)+220x>=5820;140(x-3)+220x<=5820;140(x-3)+220x>=5820|Before-price is x+3 and the total is at least 5,820; A/C=reversed the sign; C/D=subtracted from the wrong price; B=CORRECT
Lines, Angles, and Triangles 1|1.13|36200a38|464|B|mcq|triangle-sides-extended|Two sides of a triangle are extended past the apex; base angles are 70 and 50 degrees. What is the value of x, the angle between the extensions?|110;120;130;140|Apex angle is 60 so the labeled adjacent angle is 120; A/C/D=added or subtracted the base angles incorrectly; B=CORRECT
Lines, Angles, and Triangles 1|1.14|69f4bbdc|764|B|mcq|right-triangle-13|A right triangle has one acute angle of 13 degrees. What is the value of a, the other acute angle?|13;77;90;103|Acute angles are complementary; A=copied the given; C=the right angle; D=added 90; B=CORRECT
Lines, Angles, and Triangles 1|1.15|f1747a6a|393|D|mcq|-|In triangle ABC, angle B is 52 degrees and angle C is 17 degrees. What is the measure of angle A?|21;35;69;111|180-52-17=111; C=added the two given; B=subtracted them; A=misc; D=CORRECT
Lines, Angles, and Triangles 1|1.16|3b4b5b1e|543|47|spr|parallel-lines-133|Line j is parallel to line k and a transversal makes a 133 degree angle adjacent to x on line j. What is the value of x?|-|SPR: supplementary so 180-133=47
Lines, Angles, and Triangles 1|1.17|5207e508|699|D|mcq|parallel-lines-170|Line m is parallel to line n and a transversal makes a 170 degree angle at m. What is the value of w at n?|17;30;70;170|Corresponding angles are equal; A/B/C=took a supplement or a difference; D=CORRECT
Lines, Angles, and Triangles 1|1.18|e0d2e21a|652|C|mcq|two-triangles-dilation|Triangle ABC with angle A of 60 degrees is dilated by a scale factor of 3 to obtain XYZ, where d=16. What is the measure of angle X?|20;57;60;63|Dilation preserves angle measures; A/B/D=scaled or adjusted the angle; C=CORRECT
Lines, Angles, and Triangles 1|1.19|9d078710|867|A|mcq|parallel-lines-proof|Line l intersects lines j and k with a 40 degree angle marked at k and w, x at j and y, z at k. Which additional fact proves j is parallel to k?|w=40;x=140;y=40;z=140|Corresponding angles equal proves parallel; B/C/D=describe angles that are already determined or do not force parallelism; A=CORRECT
Lines, Angles, and Triangles 2|2.1|81b664bc|584|B|mcq|trapezoid-parallel-segments|AF, BE, and CD are parallel with B on AC and E on FD. AB=9, BC=18.5, FE=8.5. What is the length of ED to the nearest tenth?|16.8;17.5;18.4;19.6|Proportion 9/18.5=8.5/ED gives 17.47; A/C/D=inverted or mis-set the proportion; B=CORRECT
Lines, Angles, and Triangles 2|2.2|94364a79|418|B|mcq|-|A 10-foot tree casts a 5-foot shadow. Another tree casts a 2-foot shadow. How tall is the other tree?|3;4;8;27|Ratio 10/5=2 so height is 4; A/C=mis-scaled; D=multiplied incorrectly; B=CORRECT
Lines, Angles, and Triangles 2|2.3|933fee1a|616|B|mcq|two-right-triangles-32-58|Triangle ABC has angle A of 32 degrees with a right angle at C; DEF has angle D of 58 degrees with a right angle at F. Which ratio equals BC over AB?|DE/DF;DF/DE;DF/EF;EF/DE|BC/AB is sin 32 which equals DF/DE in DEF; A=inverted; C/D=used the wrong pair of sides; B=CORRECT
Lines, Angles, and Triangles 2|2.4|a4c05a1b|731|B|mcq|parallel-lines-r-s|Lines r and s are parallel and line m crosses both. If y<65, which must be true?|x<115;x>115;x+y<180;x+y>180|x and y are supplementary so x=180-y and y<65 gives x>115; C/D=misstate the sum; A=reversed; B=CORRECT
Lines, Angles, and Triangles 2|2.5|d3fe472f|418|D|mcq|-|Triangle ABC is similar to XYZ with each side of XYZ twice the corresponding side of ABC. AB is 16. What is the measure of XY?|14;16;18;32|Multiply by the scale factor; B=copied AB; A/C=added or subtracted; D=CORRECT
Lines, Angles, and Triangles 2|2.6|fd8745fc|242|84|spr|-|In triangle JKL, angles K and L each measure 48 degrees. What is the measure of angle J, in degrees?|-|SPR: 180-96=84
Lines, Angles, and Triangles 2|2.7|901e3285|426|D|mcq|-|In triangle ABC angle A is 50 degrees and the triangle is isosceles. Which is NOT a possible measure of angle B?|50;65;80;100|50, 65, and 80 each allow a pair of equal angles; 100 leaves 30 with no pair equal; D=CORRECT
Lines, Angles, and Triangles 2|2.8|1c3d613c|414|20|spr|two-triangles-ratio-3|Triangles ABC and DEF have AB/DE=BC/EF=AC/DF=3. If angle BAC is 20 degrees, what is the measure of angle EDF?|-|SPR: similarity preserves angles so 20; error 60 (multiplied by the scale factor)
Lines, Angles, and Triangles 2|2.9|6dd463ca|574|B|mcq|triangle-BD-parallel-AE|Segments AE and BD are parallel. Angle BDC is 58 degrees and angle ACE is 62 degrees. What is the measure of angle CAE?|58;60;62;120|Angle AEC equals 58 by corresponding angles so angle CAE is 180-62-58=60; A/C=copied a given; D=doubled; B=CORRECT
Lines, Angles, and Triangles 2|2.10|7a8ad237|243|21|spr|-|Triangles ABC and DEF are congruent with A corresponding to D and B and E right angles. Angle A is 69 degrees. What is the measure of angle F?|-|SPR: 180-90-69=21
Lines, Angles, and Triangles 2|2.11|014edcb7|670|B|mcq|triangle-PQR-extended|In triangle PQR, QR is extended to S. Angle PQR is 132 degrees and angle PRS is 163 degrees. What is the measure of angle QPR?|48;31;24;17|Angle PRQ is 17 so angle QPR is 180-132-17=31; D=gave angle PRQ; A/C=used supplements incorrectly; B=CORRECT
Lines, Angles, and Triangles 2|2.12|2085e10e|432|D|mcq|-|Triangle DEF has angles 47 and 97 degrees; triangle RST has angles 47 and 97 degrees. What additional information determines whether DEF is similar to RST?|Measure of angle F;Measure of angle T;Measures of angles F and T;No additional information is needed|Two pairs of equal angles already guarantee similarity; A/B/C=request redundant information; D=CORRECT
Lines, Angles, and Triangles 2|2.13|2f7c92ad|759|C|mcq|triangle-CAE-CBD|Triangle CAE is similar to triangle CBD, angle CBD is 57 degrees, and AE=26(BD). What is the measure of angle CAE?|(26*57);(26+57);57;26|Similarity preserves angle measure regardless of the scale factor; A/B=applied the factor to the angle; D=used the factor itself; C=CORRECT
Lines, Angles, and Triangles 3|3.1|6d99b141|576|83|spr|triangle-AC-CD-isosceles|In the figure AC=CD, angle EBC is 45 degrees, and angle ACD is 104 degrees. What is the value of x?|-|SPR: base angles are 38 so angle BED=97 and x=83
Lines, Angles, and Triangles 3|3.2|e10d8313|530|123|spr|figure-PV-RU-SX|Q, R, S, T lie on PV and RU meets SX at W. Angle SQX is 48, SXQ is 86, SWU is 85, VTU is 162 degrees. What is the measure of angle TUR?|-|SPR: chain gives angle TRU=39 and angle RTU=18 so angle TUR=123
Lines, Angles, and Triangles 3|3.3|f88f27e5|340|97|spr|three-intersecting-lines|Intersecting lines r, s, and t are shown with angles 106 and 23 degrees marked. What is the value of x?|-|SPR: exterior angle gives 74+23=97
Lines, Angles, and Triangles 3|3.4|947a3cde|379|30|spr|MQ-NR-intersect|MQ and NR intersect at P with NP=QP and MP=PR. Angles 70 and 60 degrees are marked. What is the measure of angle QMR?|-|SPR: angle MPR=120 and MP=PR so the base angles are 30
Lines, Angles, and Triangles 3|3.5|740bf79f|496|C|mcq|triangle-MNP-altitude|In the figure MN=3, NP=4, and NQ is the altitude to MP from the right angle at N. What is the length of NQ?|2.2;2.3;2.4;2.5|Hypotenuse is 5 so NQ=(3)(4)/5=2.4; A/B/D=estimated from the picture; C=CORRECT
Lines, Angles, and Triangles 3|3.6|bd7f6e30|535|C|mcq|triangle-RT-TU|In the figure RT=TU with angles 31 and 114 degrees marked. What is the value of x?|72;66;64;58|Isosceles base angles are 33 and angle SRT is 83 so x=64; A/B/D=used the wrong pair of angles; C=CORRECT
Lines, Angles, and Triangles 3|3.7|eeb4143c|358|10/3, 15/4, 25/6|spr|right-triangle-5-7|Triangle ABC has AC split into segments 5 and 7 with height y at C and height x at the 5-mark. The area is at least 48 and at most 60 and y is an integer. What is one possible value of x?|-|SPR: 8<=y<=10 and x=5y/12 gives 10/3, 15/4, or 25/6; all three accepted
Lines, Angles, and Triangles 3|3.8|5b4757df|266|44/3|spr|triangle-RST-LK-parallel|In right triangle RST with right angle T, LK is parallel to RT, RT=72, LK=24, and the area of RST is 792. What is the length of KT?|-|SPR: ST=22 and SK=22/3 so KT=44/3
Lines, Angles, and Triangles 3|3.9|17912810|559|50.5|spr|parallel-lines-q-t|Parallel lines q and t are cut by lines r and s. If a=43 and b=122, what is the value of w?|-|SPR: triangle angles 43, 58, 79 so 2w+79=180 and w=50.5
Lines, Angles, and Triangles 3|3.10|6a3fbec3|400|4.5|spr|triangle-ABD-altitude|In right triangle ABC with altitude BD to AC, BD=6 and AD=8. What is the length of DC?|-|SPR: geometric mean gives BD^2=AD*DC so DC=36/8=4.5
Lines, Angles, and Triangles 3|3.11|345cc36a|548|54|spr|WZ-XY-intersect|WZ and XY intersect at Q with equal angles a at W and Y. YQ=63, WQ=70, WX=60, XQ=120. What is the length of YZ?|-|SPR: similar triangles give YZ=60(63/70)=54
Lines, Angles, and Triangles 3|3.12|2d2cb85e|610|156|spr|triangle-RT-TU-V|In the figure RT=TU, angle VST is 29 degrees, and angle RVS is 41 degrees. What is the value of x?|-|SPR: angle SUV=12 so x=180-2(12)=156
Lines, Angles, and Triangles 3|3.13|f7dbde16|396|D|mcq|-|Triangles LMN and RST have angles L and R of 60 degrees, LN=10, RT=30. Which additional fact proves LMN is similar to RST?|MN=7 and ST=7;MN=7 and ST=21;Angles M and S are 70 and 60;Angles M and T are 70 and 50|Need a second pair of equal corresponding angles; D gives M=70 with N=50 matching S=70 and T=50; A/B=side pairs that do not match the given ratio; C=produces inconsistent angles
Lines, Angles, and Triangles 3|3.14|abcd0011|532|3|spr|triangle-ABD-altitude|In right triangle ABC with altitude BD, AD=121/3 and AB=11sqrt(130)/3. What is the length of DC?|-|SPR: BD=11 so DC=BD^2/AD=121/(121/3)=3
Lines, Angles, and Triangles 3|3.15|322a6dfe|407|D|mcq|-|Quadrilaterals PQRS and WXYZ are similar with P, Q, R corresponding to W, X, Y. Angle S is 135 degrees, PS=45, WZ=9. What is the measure of angle Z?|5;27;45;135|Similarity preserves angles; A/B=divided by the scale factor 5; C=used the side length; D=CORRECT
Lines, Angles, and Triangles 3|3.16|fecc446d|433|A|mcq|-|A transversal crosses two parallel lines; one of the eight angles is (7x-250) degrees. The sum of four of the eight is k degrees. Which could NOT equal k?|-14x+1540;14x-320;-28x+1720;360|Achievable sums are 28x-1000, 14x-320, 360, -14x+1040, and -28x+1720; A gives 1540 not 1040 so it is impossible; A=CORRECT
Nonlinear Equations and Systems 1|1.9|98f735f2|512|B|mcq|-|T=PQ gives total revenue from price P and quantity Q. Which equation gives Q in terms of P and T?|Q=P/T;Q=T/P;Q=PT;Q=T-P|Divide both sides by P; A=inverted; C/D=multiplied or subtracted; B=CORRECT
Nonlinear Equations and Systems 1|1.10|fcb78856|428|A|mcq|-|b=42cf relates positive numbers b, c, f. Which equation expresses c in terms of b and f?|c=b/(42f);c=(b-42)/f;c=42bf;c=42-b-f|Divide both sides by 42f; B=subtracted instead of dividing; C/D=multiplied or subtracted; A=CORRECT
Nonlinear Equations and Systems 1|1.11|4236c5a3|424|D|mcq|-|If (x+5)^2=4, which is a possible value of x?|1;-1;-2;-3|Square root gives x+5=2 or -2 so x=-3 or -7; A/B/C=dropped the shift or the sign; D=CORRECT
Nonlinear Equations and Systems 1|1.12|f11ffa93|278|117|spr|-|sqrt(x+4)=11. What value of x satisfies the equation?|-|SPR: x+4=121 so x=117; error 7 (subtracted before squaring)
Nonlinear Equations and Systems 1|1.13|5639dd1a|224|22|spr|-|x^2=(22)(22). What is the positive solution to the given equation?|-|SPR: 22
Nonlinear Equations and Systems 1|1.14|c1964c11|425|B|mcq|-|p+34=q+r relates p, q, r. Which equation expresses p in terms of q and r?|p=q+r+34;p=q+r-34;p=-q-r+34;p=-q-r-34|Subtract 34 from both sides; A=added; C/D=negated the right side; B=CORRECT
Nonlinear Equations and Systems 1|1.15|7cb3a8ee|242|15, -5|spr|-|Absolute value of (x-5) equals 10. What is one possible solution?|-|SPR: x-5=10 or -10 so x=15 or x=-5; both accepted
Nonlinear Equations and Systems 1|1.16|b8c4a1cd|426|D|mcq|-|8j=k+15m relates distinct positive numbers. Which equation expresses j in terms of k and m?|j=k/8+15m;j=k+15m/8;j=8(k+15m);j=(k+15m)/8|Divide the whole right side by 8; A/B=divided only one term; C=multiplied; D=CORRECT
Nonlinear Equations and Systems 1|1.17|7a8cb72a|460|A|mcq|-|7m=2(n+p) relates positive numbers m, n, p. Which equation gives m in terms of n and p?|m=2(n+p)/7;m=2(n+p);m=2(n+p)-7;m=2-n-p-7|Divide both sides by 7; B=forgot to divide; C/D=subtracted instead; A=CORRECT
Nonlinear Equations and Systems 1|1.18|d0e8e8f5|1200|D|mcq|graph-parabola-line|A graph shows a parabola with vertex (4,1) and a horizontal line tangent at that point. What is the solution (x,y) to the system?|(0,0);(-4,1);(4,-1);(4,1)|Read the single point of intersection; A=the origin; B/C=sign errors on a coordinate; D=CORRECT
Nonlinear Equations and Systems 1|1.19|d3f7c429|924|C|mcq|graph-absolute-value-line|A graph shows an absolute value function with vertex (4,2) and a line crossing it; the marked intersection is at (1,5). What is the solution (x,y)?|(-1,5);(0,4);(1,5);(4,2)|Read the marked intersection; A=sign error on x; B=a y-intercept; D=the vertex; C=CORRECT
Nonlinear Equations and Systems 1|1.20|13e5a5d5|243|9|spr|-|5 times the absolute value of x equals 45. What is the positive solution?|-|SPR: absolute value of x is 9 so x=9
Nonlinear Equations and Systems 1|1.21|58443765|437|B|mcq|-|For the system y=5x+4 and y=5x^2+4, which ordered pair is a solution?|(0,0);(0,4);(8,44);(8,84)|Setting equal gives 5x(x-1)=0 so x=0 or 1; at x=0, y=4; A=wrong y; C/D=used an x that is not a solution; B=CORRECT
Nonlinear Equations and Systems 1|1.22|332cd67b|407|B|mcq|-|How many distinct real solutions are there to 3x^2-15x+18=0?|Exactly one;Exactly two;Infinitely many;Zero|Factors to 3(x-2)(x-3) with a positive discriminant; A=assumed a repeated root; D=assumed no real roots; B=CORRECT
Nonlinear Equations and Systems 2|2.1|a5663025|571|C|mcq|graph-parabola-line|A quadratic and a linear equation are graphed and the curves cross twice. How many solutions does the system have?|0;1;2;3|Count the intersection points; A/B=undercount; D=overcount; C=CORRECT
Nonlinear Equations and Systems 2|2.2|d0a7871e|493|A|mcq|-|For the system y=x+1 and y=x^2+x, which could be the value of x?|-1;0;2;3|Setting equal gives x^2=1 so x=1 or -1; B/C/D=do not satisfy the equation; A=CORRECT
Nonlinear Equations and Systems 2|2.3|7f81d0c3|565|C|mcq|-|What values satisfy x^2-x-1=0?|x=1 and x=2;x=-1/2 and x=3/2;x=(1+sqrt5)/2 and x=(1-sqrt5)/2;x=(-1+sqrt5)/2 and x=(-1-sqrt5)/2|Quadratic formula with a=1, b=-1, c=-1; D=sign error on -b; A/B=assumed it factors; C=CORRECT
Nonlinear Equations and Systems 2|2.4|911383f2|496|D|mcq|-|What is the product of the solutions to (x-4)(x+2)(x-1)=0?|8;3;-3;-8|Roots are 4, -2, 1 so the product is -8; B=the sum; A=dropped the sign; C=misc; D=CORRECT
Nonlinear Equations and Systems 2|2.5|b80d10d7|451|B|mcq|-|What is the solution to 2(x+1)/(x+5)=1-1/(x+5)?|0;2;3;5|Clearing denominators gives 2x+2=x+4; A/C/D=arithmetic slips; B=CORRECT
Nonlinear Equations and Systems 2|2.6|fcdf87b7|306|0, 3|spr|-|For the system y=x^2-4x+4 and y=4-x, what is one possible value of x?|-|SPR: x^2-3x=0 so x=0 or x=3; both accepted
Nonlinear Equations and Systems 2|2.7|652054da|564|A|mcq|-|s=(3/2)p models wave speed from period p. Which represents the period in terms of speed?|p=(2/3)s;p=(3/2)s;p=(2/3)+s;p=(3/2)+s|Multiply both sides by 2/3; B=repeated the original coefficient; C/D=added instead of multiplying; A=CORRECT
Nonlinear Equations and Systems 2|2.8|6e02cd78|249|1|spr|-|What is the y-coordinate of the intersection of y=(x-1)^2 and y=2x-3?|-|SPR: (x-2)^2=0 so x=2 and y=1
Nonlinear Equations and Systems 2|2.9|802549ac|496|A|mcq|-|Which is a solution to (x+2)(x+3)=(x-2)(x-3)+10?|1;0;-2;-5|Expanding gives 10x=10 so x=1; B/C/D=do not satisfy; A=CORRECT
Nonlinear Equations and Systems 2|2.10|a4f61d75|285|7, 8, 13|spr|-|x^2-ax+12=0 with a>0 has two integer solutions. What is a possible value of a?|-|SPR: positive factor pairs of 12 give a=7, 8, or 13; all accepted
Nonlinear Equations and Systems 2|2.11|630897df|548|D|mcq|-|v=331.3+0.606T models the speed of sound. Which expresses T in terms of v?|T=(v+0.606)/331.3;T=(v-0.606)/331.3;T=(v+331.3)/0.606;T=(v-331.3)/0.606|Subtract 331.3 then divide by 0.606; A/B=swapped the constants; C=added instead of subtracting; D=CORRECT
Nonlinear Equations and Systems 2|2.12|c77ef2fb|593|A|mcq|-|Blood volume is VB=VP/(1-H). Which expresses H in terms of VB and VP?|H=1-VP/VB;H=VB/VP;H=1+VB/VP;H=VB-VP|Solve 1-H=VP/VB; B/C=inverted or wrong sign; D=subtracted volumes; A=CORRECT
Nonlinear Equations and Systems 2|2.13|364a2d25|301|8, 9|spr|-|For the system x+y=17 and xy=72, what is one possible value of x?|-|SPR: roots of t^2-17t+72 are 8 and 9; both accepted
Nonlinear Equations and Systems 2|2.14|0980fcdd|457|A|mcq|-|For the system x^2=6x+y and y=-6x+36, which is a possible value of xy?|0;6;12;36|Substituting gives x^2=36 so x=6 with y=0 or x=-6 with y=72; xy=0 or -432; A=CORRECT
Nonlinear Equations and Systems 2|2.15|87a3de81|277|3|spr|-|If a is a solution of x^2+x-12=0 and a>0, what is the value of a?|-|SPR: (x+4)(x-3)=0 so the positive root is 3
Nonlinear Equations and Systems 2|2.16|2683b5db|480|D|mcq|-|T=0.01(P-40,000) gives property tax. Which expresses the property value in terms of the tax?|P=100T-400;P=100T+400;P=100T-40,000;P=100T+40,000|Multiply by 100 then add 40,000; A/C=subtracted; B=wrong constant; D=CORRECT
Nonlinear Equations and Systems 2|2.17|2f958af9|572|A|mcq|-|v^2=LT/m relates wave speed, tension, mass, and length. What is T in terms of m, v, and L?|T=mv^2/L;T=m/(v^2 L);T=mL/v^2;T=L/(mv^2)|Multiply by m then divide by L; B/D=inverted; C=swapped L and v^2; A=CORRECT
Nonlinear Equations and Systems 2|2.18|876a731c|485|A|mcq|-|For the system y=x^2 and 2y+6=2(x+3) with x>0, what is the value of xy?|1;2;3;9|The second equation reduces to y=x so x^2=x and x=1; B/C/D=used a wrong root; A=CORRECT
Nonlinear Equations and Systems 2|2.19|928498f3|568|A|mcq|-|What are the solutions to 6x^2+5x-7=0?|(-5+-sqrt(25+168))/12;(-6+-sqrt(25+168))/12;(-5+-sqrt(36-168))/12;(-6+-sqrt(36-168))/12|Quadratic formula with b=5, a=6, c=-7; B/D=used a in place of b; C/D=sign error in the discriminant; A=CORRECT
